fecha,Amaluza,Mazar,Sopladora,Mazar_margen_sobre_min,Mazar_margen_bajo_max,Mazar_dentro_de_banda,Mazar_distancia_a_critico,Amaluza_margen_sobre_min,Amaluza_margen_bajo_max,Amaluza_dentro_de_banda,Sopladora_margen_sobre_min,Sopladora_margen_bajo_max,Sopladora_dentro_de_banda
2023-04-28,1983.13,2136.69,1315.53,38.69,16.31,True,21.69,8.13,7.87,True,3.53,2.47,True
2023-04-29,1984.14,2138.12,1314.66,40.12,14.88,True,23.12,9.14,6.86,True,2.66,3.34,True
2023-04-30,,,,,,False,,,,False,,,False
2023-05-01,1985.84,2139.15,1315.29,41.15,13.85,True,24.15,10.84,5.16,True,3.29,2.71,True
2023-05-02,1984.66,2139.65,1315.0,41.65,13.35,True,24.65,9.66,6.34,True,3.0,3.0,True
2023-05-03,1983.33,2140.43,1315.35,42.43,12.57,True,25.43,8.33,7.67,True,3.35,2.65,True
2023-05-04,1984.23,2140.38,1314.84,42.38,12.62,True,25.38,9.23,6.77,True,2.84,3.16,True
2023-05-05,1983.52,2140.6,1315.25,42.6,12.4,True,25.6,8.52,7.48,True,3.25,2.75,True
2023-05-06,1983.97,2139.74,1316.2,41.74,13.26,True,24.74,8.97,7.03,True,4.2,1.8,True
2023-05-07,1984.3,2138.8,1314.89,40.8,14.2,True,23.8,9.3,6.7,True,2.89,3.11,True
2023-05-08,1984.23,2138.02,1316.42,40.02,14.98,True,23.02,9.23,6.77,True,4.42,1.58,True
2023-05-09,1984.69,2137.95,1315.08,39.95,15.05,True,22.95,9.69,6.31,True,3.08,2.92,True
2023-05-10,1984.14,2139.0,1315.37,41.0,14.0,True,24.0,9.14,6.86,True,3.37,2.63,True
2023-05-11,1984.03,2139.24,1314.68,41.24,13.76,True,24.24,9.03,6.97,True,2.68,3.32,True
2023-05-12,1983.49,2139.39,1315.4,41.39,13.61,True,24.39,8.49,7.51,True,3.4,2.6,True
2023-05-13,1984.12,2139.48,1315.32,41.48,13.52,True,24.48,9.12,6.88,True,3.32,2.68,True
2023-05-14,1985.1,2140.74,1316.55,42.74,12.26,True,25.74,10.1,5.9,True,4.55,1.45,True
2023-05-15,1986.2,2140.72,1317.02,42.72,12.28,True,25.72,11.2,4.8,True,5.02,0.98,True
2023-05-16,1986.58,2140.34,1316.46,42.34,12.66,True,25.34,11.58,4.42,True,4.46,1.54,True
2023-05-17,1985.38,2140.35,1315.52,42.35,12.65,True,25.35,10.38,5.62,True,3.52,2.48,True
2023-05-18,1984.23,2139.94,1316.1,41.94,13.06,True,24.94,9.23,6.77,True,4.1,1.9,True
2023-05-19,1982.87,2139.75,1315.28,41.75,13.25,True,24.75,7.87,8.13,True,3.28,2.72,True
2023-05-20,1982.58,2139.99,1314.66,41.99,13.01,True,24.99,7.58,8.42,True,2.66,3.34,True
2023-05-21,1983.78,2140.23,1314.1,42.23,12.77,True,25.23,8.78,7.22,True,2.1,3.9,True
2023-05-22,1983.23,2139.8,1316.78,41.8,13.2,True,24.8,8.23,7.77,True,4.78,1.22,True
2023-05-23,1984.42,2141.11,1314.62,43.11,11.89,True,26.11,9.42,6.58,True,2.62,3.38,True
2023-05-24,1984.58,2141.31,1316.29,43.31,11.69,True,26.31,9.58,6.42,True,4.29,1.71,True
2023-05-25,1984.67,2141.12,1315.36,43.12,11.88,True,26.12,9.67,6.33,True,3.36,2.64,True
2023-05-26,1983.48,2141.56,1316.69,43.56,11.44,True,26.56,8.48,7.52,True,4.69,1.31,True
2023-05-27,1983.49,2141.46,1316.65,43.46,11.54,True,26.46,8.49,7.51,True,4.65,1.35,True
2023-05-28,1985.04,2142.12,1316.52,44.12,10.88,True,27.12,10.04,5.96,True,4.52,1.48,True
2023-05-29,1985.12,2141.98,1316.38,43.98,11.02,True,26.98,10.12,5.88,True,4.38,1.62,True
2023-05-30,1984.11,2141.85,1316.62,43.85,11.15,True,26.85,9.11,6.89,True,4.62,1.38,True
2023-05-31,,,,,,False,,,,False,,,False
2023-06-01,1985.04,2143.24,1315.92,45.24,9.76,True,28.24,10.04,5.96,True,3.92,2.08,True
2023-06-02,1985.38,2143.45,1316.8,45.45,9.55,True,28.45,10.38,5.62,True,4.8,1.2,True
2023-06-03,1985.39,2143.56,1315.59,45.56,9.44,True,28.56,10.39,5.61,True,3.59,2.41,True
2023-06-04,1984.83,2143.95,1314.93,45.95,9.05,True,28.95,9.83,6.17,True,2.93,3.07,True
2023-06-05,1985.41,2144.07,1315.44,46.07,8.93,True,29.07,10.41,5.59,True,3.44,2.56,True
2023-06-06,1986.92,2144.77,1314.69,46.77,8.23,True,29.77,11.92,4.08,True,2.69,3.31,True
2023-06-07,1987.17,2146.17,1314.49,48.17,6.83,True,31.17,12.17,3.83,True,2.49,3.51,True
2023-06-08,1986.12,2147.36,1316.34,49.36,5.64,True,32.36,11.12,4.88,True,4.34,1.66,True
2023-06-09,1984.75,2148.18,1316.34,50.18,4.82,True,33.18,9.75,6.25,True,4.34,1.66,True
2023-06-10,1984.83,2148.78,1315.65,50.78,4.22,True,33.78,9.83,6.17,True,3.65,2.35,True
2023-06-11,1983.79,2149.48,1314.85,51.48,3.52,True,34.48,8.79,7.21,True,2.85,3.15,True
2023-06-12,1983.58,2149.46,1316.03,51.46,3.54,True,34.46,8.58,7.42,True,4.03,1.97,True
2023-06-13,1983.04,2149.17,1316.04,51.17,3.83,True,34.17,8.04,7.96,True,4.04,1.96,True
2023-06-14,1984.85,2149.13,1315.23,51.13,3.87,True,34.13,9.85,6.15,True,3.23,2.77,True
2023-06-15,1985.66,2150.94,1315.69,52.94,2.06,True,35.94,10.66,5.34,True,3.69,2.31,True
2023-06-16,1986.85,2153.0,1315.01,55.0,0.0,True,38.0,11.85,4.15,True,3.01,2.99,True
2023-06-17,1989.08,2153.67,1315.97,55.67,-0.67,False,38.67,14.08,1.92,True,3.97,2.03,True
2023-06-18,1990.96,2153.68,1315.97,55.68,-0.68,False,38.68,15.96,0.04,True,3.97,2.03,True
2023-06-19,1990.89,2153.47,1315.28,55.47,-0.47,False,38.47,15.89,0.11,True,3.28,2.72,True
2023-06-20,1990.7,2153.11,1314.75,55.11,-0.11,False,38.11,15.7,0.3,True,2.75,3.25,True
2023-06-21,1990.43,2152.76,1315.56,54.76,0.24,True,37.76,15.43,0.57,True,3.56,2.44,True
2023-06-22,1990.34,2152.27,1315.92,54.27,0.73,True,37.27,15.34,0.66,True,3.92,2.08,True
2023-06-23,1990.14,2151.83,1315.45,53.83,1.17,True,36.83,15.14,0.86,True,3.45,2.55,True
2023-06-24,1989.51,2152.39,1315.77,54.39,0.61,True,37.39,14.51,1.49,True,3.77,2.23,True
2023-06-25,1987.63,2153.17,1314.82,55.17,-0.17,False,38.17,12.63,3.37,True,2.82,3.18,True
2023-06-26,1989.36,2153.15,1315.28,55.15,-0.15,False,38.15,14.36,1.64,True,3.28,2.72,True
2023-06-27,1989.51,2153.01,1314.64,55.01,-0.01,False,38.01,14.51,1.49,True,2.64,3.36,True
2023-06-28,1988.73,2152.78,1315.69,54.78,0.22,True,37.78,13.73,2.27,True,3.69,2.31,True
2023-06-29,1988.82,2153.35,1315.37,55.35,-0.35,False,38.35,13.82,2.18,True,3.37,2.63,True
2023-06-30,,,,,,False,,,,False,,,False
2023-07-01,1990.86,2153.79,1316.05,55.79,-0.79,False,38.79,15.86,0.14,True,4.05,1.95,True
2023-07-02,1990.95,2153.52,1315.59,55.52,-0.52,False,38.52,15.95,0.05,True,3.59,2.41,True
2023-07-03,1989.99,2153.38,1314.82,55.38,-0.38,False,38.38,14.99,1.01,True,2.82,3.18,True
2023-07-04,1989.81,2152.87,1315.85,54.87,0.13,True,37.87,14.81,1.19,True,3.85,2.15,True
2023-07-05,1989.34,2152.26,1315.2,54.26,0.74,True,37.26,14.34,1.66,True,3.2,2.8,True
2023-07-06,1988.7,2151.88,1315.98,53.88,1.12,True,36.88,13.7,2.3,True,3.98,2.02,True
2023-07-07,1986.75,2152.11,1314.73,54.11,0.89,True,37.11,11.75,4.25,True,2.73,3.27,True
2023-07-08,1987.28,2153.23,1315.37,55.23,-0.23,False,38.23,12.28,3.72,True,3.37,2.63,True
2023-07-09,1986.48,2153.64,1315.06,55.64,-0.64,False,38.64,11.48,4.52,True,3.06,2.94,True
2023-07-10,1987.72,2153.31,1314.62,55.31,-0.31,False,38.31,12.72,3.28,True,2.62,3.38,True
2023-07-11,1988.26,2153.12,1316.22,55.12,-0.12,False,38.12,13.26,2.74,True,4.22,1.78,True
2023-07-12,1988.34,2153.07,1314.62,55.07,-0.07,False,38.07,13.34,2.66,True,2.62,3.38,True
2023-07-13,1987.91,2152.71,1315.88,54.71,0.29,True,37.71,12.91,3.09,True,3.88,2.12,True
2023-07-14,1988.18,2152.18,1315.4,54.18,0.82,True,37.18,13.18,2.82,True,3.4,2.6,True
2023-07-15,1989.0,2152.02,1315.48,54.02,0.98,True,37.02,14.0,2.0,True,3.48,2.52,True
2023-07-16,1988.19,2152.58,1316.52,54.58,0.42,True,37.58,13.19,2.81,True,4.52,1.48,True
2023-07-17,1988.27,2153.0,1316.14,55.0,0.0,True,38.0,13.27,2.73,True,4.14,1.86,True
2023-07-18,1990.79,2153.75,1315.35,55.75,-0.75,False,38.75,15.79,0.21,True,3.35,2.65,True
2023-07-19,1990.79,2153.36,1314.75,55.36,-0.36,False,38.36,15.79,0.21,True,2.75,3.25,True
2023-07-20,1990.98,2153.66,1316.03,55.66,-0.66,False,38.66,15.98,0.02,True,4.03,1.97,True
2023-07-21,1991.22,2153.89,1315.75,55.89,-0.89,False,38.89,16.22,-0.22,False,3.75,2.25,True
2023-07-22,1991.03,2153.45,1315.02,55.45,-0.45,False,38.45,16.03,-0.03,False,3.02,2.98,True
2023-07-23,1990.69,2153.23,1315.98,55.23,-0.23,False,38.23,15.69,0.31,True,3.98,2.02,True
2023-07-24,1990.62,2153.19,1315.73,55.19,-0.19,False,38.19,15.62,0.38,True,3.73,2.27,True
2023-07-25,1990.61,2153.01,1315.63,55.01,-0.01,False,38.01,15.61,0.39,True,3.63,2.37,True
2023-07-26,1989.99,2152.81,1314.87,54.81,0.19,True,37.81,14.99,1.01,True,2.87,3.13,True
2023-07-27,1989.09,2152.77,1315.31,54.77,0.23,True,37.77,14.09,1.91,True,3.31,2.69,True
2023-07-28,1988.01,2153.0,1315.02,55.0,0.0,True,38.0,13.01,2.99,True,3.02,2.98,True
2023-07-29,1989.3,2153.54,1316.21,55.54,-0.54,False,38.54,14.3,1.7,True,4.21,1.79,True
2023-07-30,1990.86,2153.85,1315.64,55.85,-0.85,False,38.85,15.86,0.14,True,3.64,2.36,True
2023-07-31,,,,,,False,,,,False,,,False
2023-08-01,1990.08,2153.12,1315.85,55.12,-0.12,False,38.12,15.08,0.92,True,3.85,2.15,True
2023-08-02,1990.4,2153.21,1316.16,55.21,-0.21,False,38.21,15.4,0.6,True,4.16,1.84,True
2023-08-03,1989.88,2153.1,1314.28,55.1,-0.1,False,38.1,14.88,1.12,True,2.28,3.72,True
2023-08-04,1990.52,2152.59,1315.51,54.59,0.41,True,37.59,15.52,0.48,True,3.51,2.49,True
2023-08-05,1990.76,2152.42,1315.25,54.42,0.58,True,37.42,15.76,0.24,True,3.25,2.75,True
2023-08-06,1990.24,2152.68,1315.12,54.68,0.32,True,37.68,15.24,0.76,True,3.12,2.88,True
2023-08-07,1990.7,2152.39,1315.1,54.39,0.61,True,37.39,15.7,0.3,True,3.1,2.9,True
2023-08-08,1990.89,2152.14,1315.11,54.14,0.86,True,37.14,15.89,0.11,True,3.11,2.89,True
2023-08-09,1990.96,2152.95,1314.91,54.95,0.05,True,37.95,15.96,0.04,True,2.91,3.09,True
2023-08-10,1990.99,2153.17,1315.06,55.17,-0.17,False,38.17,15.99,0.01,True,3.06,2.94,True
2023-08-11,1990.78,2153.1,1315.06,55.1,-0.1,False,38.1,15.78,0.22,True,3.06,2.94,True
2023-08-12,1989.96,2153.15,1314.77,55.15,-0.15,False,38.15,14.96,1.04,True,2.77,3.23,True
2023-08-13,1989.6,2153.19,1314.68,55.19,-0.19,False,38.19,14.6,1.4,True,2.68,3.32,True
2023-08-14,1990.35,2153.17,1314.59,55.17,-0.17,False,38.17,15.35,0.65,True,2.59,3.41,True
2023-08-15,1990.94,2153.71,1314.56,55.71,-0.71,False,38.71,15.94,0.06,True,2.56,3.44,True
2023-08-16,1990.69,2153.2,1314.71,55.2,-0.2,False,38.2,15.69,0.31,True,2.71,3.29,True
2023-08-17,1990.86,2152.56,1314.72,54.56,0.44,True,37.56,15.86,0.14,True,2.72,3.28,True
2023-08-18,1990.95,2151.81,1314.64,53.81,1.19,True,36.81,15.95,0.05,True,2.64,3.36,True
2023-08-19,1990.51,2151.67,1314.68,53.67,1.33,True,36.67,15.51,0.49,True,2.68,3.32,True
2023-08-20,1989.7,2151.92,1314.72,53.92,1.08,True,36.92,14.7,1.3,True,2.72,3.28,True
2023-08-21,1990.95,2153.1,1314.71,55.1,-0.1,False,38.1,15.95,0.05,True,2.71,3.29,True
2023-08-22,1991.14,2153.31,1314.51,55.31,-0.31,False,38.31,16.14,-0.14,False,2.51,3.49,True
2023-08-23,1990.71,2153.1,1314.57,55.1,-0.1,False,38.1,15.71,0.29,True,2.57,3.43,True
2023-08-24,1990.69,2152.59,1314.62,54.59,0.41,True,37.59,15.69,0.31,True,2.62,3.38,True
2023-08-25,1990.87,2151.95,1314.62,53.95,1.05,True,36.95,15.87,0.13,True,2.62,3.38,True
2023-08-26,1990.88,2151.57,1314.57,53.57,1.43,True,36.57,15.88,0.12,True,2.57,3.43,True
2023-08-27,1990.77,2151.35,1314.58,53.35,1.65,True,36.35,15.77,0.23,True,2.58,3.42,True
2023-08-28,1990.08,2151.69,1316.04,53.69,1.31,True,36.69,15.08,0.92,True,4.04,1.96,True
2023-08-29,1990.16,2151.52,1316.06,53.52,1.48,True,36.52,15.16,0.84,True,4.06,1.94,True
2023-08-30,1990.78,2151.03,1316.03,53.03,1.97,True,36.03,15.78,0.22,True,4.03,1.97,True
2023-08-31,,,,,,False,,,,False,,,False
2023-09-01,1988.08,2150.49,1316.93,52.49,2.51,True,35.49,13.08,2.92,True,4.93,1.07,True
2023-09-02,1987.01,2149.82,1316.85,51.82,3.18,True,34.82,12.01,3.99,True,4.85,1.15,True
2023-09-03,1986.38,2149.02,1316.72,51.02,3.98,True,34.02,11.38,4.62,True,4.72,1.28,True
2023-09-04,1984.83,2149.04,1316.33,51.04,3.96,True,34.04,9.83,6.17,True,4.33,1.67,True
2023-09-05,1983.88,2149.45,1315.02,51.45,3.55,True,34.45,8.88,7.12,True,3.02,2.98,True
2023-09-06,1983.94,2149.62,1316.51,51.62,3.38,True,34.62,8.94,7.06,True,4.51,1.49,True
2023-09-07,1983.34,2149.33,1316.71,51.33,3.67,True,34.33,8.34,7.66,True,4.71,1.29,True
2023-09-08,1982.33,2148.83,1316.8,50.83,4.17,True,33.83,7.33,8.67,True,4.8,1.2,True
2023-09-09,1981.69,2148.63,1315.74,50.63,4.37,True,33.63,6.69,9.31,True,3.74,2.26,True
2023-09-10,1981.36,2148.68,1315.68,50.68,4.32,True,33.68,6.36,9.64,True,3.68,2.32,True
2023-09-11,1981.37,2148.59,1315.19,50.59,4.41,True,33.59,6.37,9.63,True,3.19,2.81,True
2023-09-12,1980.07,2148.49,1314.31,50.49,4.51,True,33.49,5.07,10.93,True,2.31,3.69,True
2023-09-13,1979.09,2147.85,1315.64,49.85,5.15,True,32.85,4.09,11.91,True,3.64,2.36,True
2023-09-14,1981.0,2147.29,1315.65,49.29,5.71,True,32.29,6.0,10.0,True,3.65,2.35,True
2023-09-15,1981.43,2148.15,1315.54,50.15,4.85,True,33.15,6.43,9.57,True,3.54,2.46,True
2023-09-16,1981.36,2148.53,1315.35,50.53,4.47,True,33.53,6.36,9.64,True,3.35,2.65,True
2023-09-17,1980.9,2148.58,1315.87,50.58,4.42,True,33.58,5.9,10.1,True,3.87,2.13,True
2023-09-18,1981.34,2148.04,1315.69,50.04,4.96,True,33.04,6.34,9.66,True,3.69,2.31,True
2023-09-19,1981.53,2147.73,1315.48,49.73,5.27,True,32.73,6.53,9.47,True,3.48,2.52,True
2023-09-20,1980.98,2147.4,1315.2,49.4,5.6,True,32.4,5.98,10.02,True,3.2,2.8,True
2023-09-21,1979.27,2146.85,1316.35,48.85,6.15,True,31.85,4.27,11.73,True,4.35,1.65,True
2023-09-22,1976.73,2146.16,1316.42,48.16,6.84,True,31.16,1.73,14.27,True,4.42,1.58,True
2023-09-23,1979.89,2144.98,1315.3,46.98,8.02,True,29.98,4.89,11.11,True,3.3,2.7,True
2023-09-24,1981.97,2144.39,1315.64,46.39,8.61,True,29.39,6.97,9.03,True,3.64,2.36,True
2023-09-25,1981.09,2143.84,1314.94,45.84,9.16,True,28.84,6.09,9.91,True,2.94,3.06,True
2023-09-26,1980.73,2143.19,1315.69,45.19,9.81,True,28.19,5.73,10.27,True,3.69,2.31,True
2023-09-27,1979.02,2142.39,1316.0,44.39,10.61,True,27.39,4.02,11.98,True,4.0,2.0,True
2023-09-28,1979.37,2140.99,1316.62,42.99,12.01,True,25.99,4.37,11.63,True,4.62,1.38,True
2023-09-29,1979.26,2139.88,1316.97,41.88,13.12,True,24.88,4.26,11.74,True,4.97,1.03,True
2023-09-30,,,,,,False,,,,False,,,False
2023-10-01,1982.06,2139.08,1315.99,41.08,13.92,True,24.08,7.06,8.94,True,3.99,2.01,True
2023-10-02,1981.15,2138.14,1317.78,40.14,14.86,True,23.14,6.15,9.85,True,5.78,0.22,True
2023-10-03,1978.64,2137.0,1317.46,39.0,16.0,True,22.0,3.64,12.36,True,5.46,0.54,True
2023-10-04,1976.97,2135.6,1317.43,37.6,17.4,True,20.6,1.97,14.03,True,5.43,0.57,True
2023-10-05,1978.21,2134.0,1316.2,36.0,19.0,True,19.0,3.21,12.79,True,4.2,1.8,True
2023-10-06,1975.25,2132.85,1316.77,34.85,20.15,True,17.85,0.25,15.75,True,4.77,1.23,True
2023-10-07,1974.8,2131.43,1316.35,33.43,21.57,True,16.43,-0.2,16.2,False,4.35,1.65,True
2023-10-08,1976.55,2130.42,1314.01,32.42,22.58,True,15.42,1.55,14.45,True,2.01,3.99,True
2023-10-09,1979.89,2128.97,1314.73,30.97,24.03,True,13.97,4.89,11.11,True,2.73,3.27,True
2023-10-10,1978.93,2128.51,1314.61,30.51,24.49,True,13.51,3.93,12.07,True,2.61,3.39,True
2023-10-11,1978.72,2127.86,1315.94,29.86,25.14,True,12.86,3.72,12.28,True,3.94,2.06,True
2023-10-12,1977.75,2126.66,1316.59,28.66,26.34,True,11.66,2.75,13.25,True,4.59,1.41,True
2023-10-13,1975.79,2125.19,1316.46,27.19,27.81,True,10.19,0.79,15.21,True,4.46,1.54,True
2023-10-14,1978.3,2125.07,1315.86,27.07,27.93,True,10.07,3.3,12.7,True,3.86,2.14,True
2023-10-15,1981.0,2124.93,1315.61,26.93,28.07,True,9.93,6.0,10.0,True,3.61,2.39,True
2023-10-16,1981.09,2124.28,1314.34,26.28,28.72,True,9.28,6.09,9.91,True,2.34,3.66,True
2023-10-17,1979.53,2123.7,1315.94,25.7,29.3,True,8.7,4.53,11.47,True,3.94,2.06,True
2023-10-18,1977.58,2122.86,1314.91,24.86,30.14,True,7.86,2.58,13.42,True,2.91,3.09,True
2023-10-19,1978.3,2122.05,1315.64,24.05,30.95,True,7.05,3.3,12.7,True,3.64,2.36,True
2023-10-20,1977.95,2121.99,1314.62,23.99,31.01,True,6.99,2.95,13.05,True,2.62,3.38,True
2023-10-21,1976.14,2122.03,1314.62,24.03,30.97,True,7.03,1.14,14.86,True,2.62,3.38,True
2023-10-22,1978.02,2121.59,1315.48,23.59,31.41,True,6.59,3.02,12.98,True,3.48,2.52,True
2023-10-23,1977.33,2120.93,1314.93,22.93,32.07,True,5.93,2.33,13.67,True,2.93,3.07,True
2023-10-24,1975.75,2119.78,1316.11,21.78,33.22,True,4.78,0.75,15.25,True,4.11,1.89,True
2023-10-25,1975.39,2118.2,1315.77,20.2,34.8,True,3.2,0.39,15.61,True,3.77,2.23,True
2023-10-26,1975.42,2116.72,1316.1,18.72,36.28,True,1.72,0.42,15.58,True,4.1,1.9,True
2023-10-27,1976.14,2116.34,1315.63,18.34,36.66,True,1.34,1.14,14.86,True,3.63,2.37,True
2023-10-28,1976.42,2116.5,1315.85,18.5,36.5,True,1.5,1.42,14.58,True,3.85,2.15,True
2023-10-29,1976.24,2116.37,1315.43,18.37,36.63,True,1.37,1.24,14.76,True,3.43,2.57,True
2023-10-30,1977.29,2115.78,1315.27,17.78,37.22,True,0.78,2.29,13.71,True,3.27,2.73,True
2023-10-31,,,,,,False,,,,False,,,False
2023-11-01,1977.31,2115.61,1315.08,17.61,37.39,True,0.61,2.31,13.69,True,3.08,2.92,True
2023-11-02,1978.2,2115.37,1315.46,17.37,37.63,True,0.37,3.2,12.8,True,3.46,2.54,True
2023-11-03,1976.57,2115.72,1315.64,17.72,37.28,True,0.72,1.57,14.43,True,3.64,2.36,True
2023-11-04,1976.74,2115.98,1315.79,17.98,37.02,True,0.98,1.74,14.26,True,3.79,2.21,True
2023-11-05,1977.18,2116.33,1314.74,18.33,36.67,True,1.33,2.18,13.82,True,2.74,3.26,True
2023-11-06,1977.74,2116.75,1314.48,18.75,36.25,True,1.75,2.74,13.26,True,2.48,3.52,True
2023-11-07,1977.04,2117.1,1315.38,19.1,35.9,True,2.1,2.04,13.96,True,3.38,2.62,True
2023-11-08,1978.18,2116.53,1314.93,18.53,36.47,True,1.53,3.18,12.82,True,2.93,3.07,True
2023-11-09,1979.0,2116.53,1314.76,18.53,36.47,True,1.53,4.0,12.0,True,2.76,3.24,True
2023-11-10,1980.34,2117.63,1315.62,19.63,35.37,True,2.63,5.34,10.66,True,3.62,2.38,True
2023-11-11,1980.63,2118.66,1315.65,20.66,34.34,True,3.66,5.63,10.37,True,3.65,2.35,True
2023-11-12,1981.98,2119.11,1315.77,21.11,33.89,True,4.11,6.98,9.02,True,3.77,2.23,True
2023-11-13,1981.98,2119.74,1314.99,21.74,33.26,True,4.74,6.98,9.02,True,2.99,3.01,True
2023-11-14,1981.28,2120.29,1315.49,22.29,32.71,True,5.29,6.28,9.72,True,3.49,2.51,True
2023-11-15,1981.78,2121.21,1315.56,23.21,31.79,True,6.21,6.78,9.22,True,3.56,2.44,True
2023-11-16,1982.31,2122.16,1315.52,24.16,30.84,True,7.16,7.31,8.69,True,3.52,2.48,True
2023-11-17,1981.55,2122.42,1315.01,24.42,30.58,True,7.42,6.55,9.45,True,3.01,2.99,True
2023-11-18,1980.99,2122.34,1315.45,24.34,30.66,True,7.34,5.99,10.01,True,3.45,2.55,True
2023-11-19,1980.82,2122.2,1315.35,24.2,30.8,True,7.2,5.82,10.18,True,3.35,2.65,True
2023-11-20,1981.55,2121.87,1315.44,23.87,31.13,True,6.87,6.55,9.45,True,3.44,2.56,True
2023-11-21,1981.89,2121.74,1315.52,23.74,31.26,True,6.74,6.89,9.11,True,3.52,2.48,True
2023-11-22,1982.05,2120.97,1315.49,22.97,32.03,True,5.97,7.05,8.95,True,3.49,2.51,True
2023-11-23,1981.08,2120.75,1315.15,22.75,32.25,True,5.75,6.08,9.92,True,3.15,2.85,True
2023-11-24,1980.53,2121.48,1315.23,23.48,31.52,True,6.48,5.53,10.47,True,3.23,2.77,True
2023-11-25,1979.97,2121.89,1314.78,23.89,31.11,True,6.89,4.97,11.03,True,2.78,3.22,True
2023-11-26,1980.37,2122.28,1314.7,24.28,30.72,True,7.28,5.37,10.63,True,2.7,3.3,True
2023-11-27,1980.98,2122.35,1315.29,24.35,30.65,True,7.35,5.98,10.02,True,3.29,2.71,True
2023-11-28,1981.33,2123.1,1315.01,25.1,29.9,True,8.1,6.33,9.67,True,3.01,2.99,True
2023-11-29,1981.52,2123.71,1315.31,25.71,29.29,True,8.71,6.52,9.48,True,3.31,2.69,True
2023-11-30,,,,,,False,,,,False,,,False
2023-12-01,1982.77,2124.33,1314.51,26.33,28.67,True,9.33,7.77,8.23,True,2.51,3.49,True
2023-12-02,1983.43,2124.26,1315.31,26.26,28.74,True,9.26,8.43,7.57,True,3.31,2.69,True
2023-12-03,1983.68,2124.25,1315.03,26.25,28.75,True,9.25,8.68,7.32,True,3.03,2.97,True
2023-12-04,1984.32,2123.35,1315.24,25.35,29.65,True,8.35,9.32,6.68,True,3.24,2.76,True
2023-12-05,1983.95,2123.28,1315.17,25.28,29.72,True,8.28,8.95,7.05,True,3.17,2.83,True
2023-12-06,1984.04,2123.12,1314.73,25.12,29.88,True,8.12,9.04,6.96,True,2.73,3.27,True
2023-12-07,1982.77,2123.03,1315.39,25.03,29.97,True,8.03,7.77,8.23,True,3.39,2.61,True
2023-12-08,1981.46,2123.03,1315.22,25.03,29.97,True,8.03,6.46,9.54,True,3.22,2.78,True
2023-12-09,1982.14,2123.27,1315.19,25.27,29.73,True,8.27,7.14,8.86,True,3.19,2.81,True
2023-12-10,1982.15,2123.84,1315.02,25.84,29.16,True,8.84,7.15,8.85,True,3.02,2.98,True
2023-12-11,1982.44,2123.95,1314.3,25.95,29.05,True,8.95,7.44,8.56,True,2.3,3.7,True
2023-12-12,1982.7,2123.99,1315.09,25.99,29.01,True,8.99,7.7,8.3,True,3.09,2.91,True
2023-12-13,1982.97,2124.08,1314.19,26.08,28.92,True,9.08,7.97,8.03,True,2.19,3.81,True
2023-12-14,1982.7,2124.18,1315.26,26.18,28.82,True,9.18,7.7,8.3,True,3.26,2.74,True
2023-12-15,1983.22,2124.26,1315.82,26.26,28.74,True,9.26,8.22,7.78,True,3.82,2.18,True
2023-12-16,1985.03,2124.91,1315.41,26.91,28.09,True,9.91,10.03,5.97,True,3.41,2.59,True
2023-12-17,1985.3,2126.01,1315.76,28.01,26.99,True,11.01,10.3,5.7,True,3.76,2.24,True
2023-12-18,1986.02,2127.58,1315.38,29.58,25.42,True,12.58,11.02,4.98,True,3.38,2.62,True
2023-12-19,1985.65,2128.39,1315.38,30.39,24.61,True,13.39,10.65,5.35,True,3.38,2.62,True
2023-12-20,1985.3,2129.21,1315.31,31.21,23.79,True,14.21,10.3,5.7,True,3.31,2.69,True
2023-12-21,1984.66,2129.97,1315.25,31.97,23.03,True,14.97,9.66,6.34,True,3.25,2.75,True
2023-12-22,1984.76,2130.19,1315.03,32.19,22.81,True,15.19,9.76,6.24,True,3.03,2.97,True
2023-12-23,1984.78,2130.75,1315.57,32.75,22.25,True,15.75,9.78,6.22,True,3.57,2.43,True
2023-12-24,1984.87,2131.3,1314.81,33.3,21.7,True,16.3,9.87,6.13,True,2.81,3.19,True
2023-12-25,1985.5,2131.71,1314.61,33.71,21.29,True,16.71,10.5,5.5,True,2.61,3.39,True
2023-12-26,1985.41,2132.26,1314.89,34.26,20.74,True,17.26,10.41,5.59,True,2.89,3.11,True
2023-12-27,1986.56,2134.08,1314.65,36.08,18.92,True,19.08,11.56,4.44,True,2.65,3.35,True
2023-12-28,1986.66,2136.23,1315.71,38.23,16.77,True,21.23,11.66,4.34,True,3.71,2.29,True
2023-12-29,1985.2,2138.78,1314.43,40.78,14.22,True,23.78,10.2,5.8,True,2.43,3.57,True
2023-12-30,1984.42,2140.45,1315.51,42.45,12.55,True,25.45,9.42,6.58,True,3.51,2.49,True
2023-12-31,,,,,,False,,,,False,,,False
2024-01-01,1984.22,2143.26,1315.04,45.26,9.74,True,28.26,9.22,6.78,True,3.04,2.96,True
2024-01-02,1984.32,2144.34,1314.92,46.34,8.66,True,29.34,9.32,6.68,True,2.92,3.08,True
2024-01-03,1984.24,2145.15,1315.11,47.15,7.85,True,30.15,9.24,6.76,True,3.11,2.89,True
